User_ID,Age,Gender,Budget,Preferred_Climate,Interest,Travel_Duration,Accommodation_Preference,Transportation_Mode,Activity_Level,Food_Preference,Travel_Type,Destination
1056,43,Female,Low,Tropical,Nature,Medium (4-7 days),Airbnb,Flight,High,Non-Vegetarian,Couple,Brazil
3275,65,Female,Medium,Cold,History,Short (1-3 days),Villa,Cruise,Moderate,Non-Vegetarian,Couple,Germany
4962,27,Other,High,Cold,Nature,Long (8+ days),Hotel,Car,High,Vegan,Family,Spain
5364,58,Other,Low,Cold,History,Medium (4-7 days),Guesthouse,Flight,Low,Non-Vegetarian,Couple,Maldives
5817,45,Female,Medium,Warm,Relaxation,Medium (4-7 days),Resort,Flight,High,Non-Vegetarian,Solo,Thailand
812,50,Male,High,Warm,History,Long (8+ days),Guesthouse,Train,High,Vegetarian,Couple,Egypt
4574,18,Other,Low,Cold,Nature,Short (1-3 days),Guesthouse,Car,Moderate,Vegan,Solo,Iceland
6138,22,Other,High,Tropical,Nightlife,Medium (4-7 days),Villa,Cruise,High,Vegan,Family,Singapore
2389,22,Other,High,Warm,Nightlife,Short (1-3 days),Guesthouse,Flight,Low,Vegetarian,Family,USA
9649,60,Female,Low,Warm,Nature,Long (8+ days),Airbnb,Car,Moderate,Non-Vegetarian,Family,Greece
6226,64,Female,Medium,Tropical,Nightlife,Short (1-3 days),Guesthouse,Train,Moderate,Vegetarian,Couple,Bali
112,38,Female,High,Tropical,Nightlife,Medium (4-7 days),Villa,Train,Moderate,Vegetarian,Family,Singapore
8910,34,Male,Low,Warm,Culture,Short (1-3 days),Guesthouse,Train,Low,Vegetarian,Solo,Spain
1746,21,Other,High,Warm,Nature,Short (1-3 days),Airbnb,Flight,High,Non-Vegetarian,Solo,Thailand
7852,64,Other,Low,Tropical,History,Medium (4-7 days),Resort,Car,High,Non-Vegetarian,Couple,Italy
1453,59,Female,Low,Warm,Culture,Short (1-3 days),Hotel,Train,Moderate,Non-Vegetarian,Solo,Spain
320,51,Female,Low,Warm,Nightlife,Long (8+ days),Guesthouse,Cruise,Moderate,Non-Vegetarian,Family,Finland
8594,47,Male,High,Cold,Adventure,Medium (4-7 days),Guesthouse,Train,Moderate,Non-Vegetarian,Couple,Japan
3334,56,Female,Medium,Cold,Nature,Short (1-3 days),Villa,Cruise,Moderate,Vegetarian,Family,Switzerland
1923,26,Other,Low,Warm,Nightlife,Medium (4-7 days),Airbnb,Cruise,High,Vegetarian,Family,Norway
5866,37,Other,Low,Tropical,Nature,Long (8+ days),Resort,Train,High,Vegan,Couple,Singapore
9529,37,Female,Medium,Tropical,Culture,Short (1-3 days),Airbnb,Car,Low,Non-Vegetarian,Solo,Singapore
3686,18,Other,Low,Tropical,Adventure,Short (1-3 days),Hotel,Cruise,Low,Vegan,Couple,Indonesia
4276,63,Male,High,Warm,Nightlife,Short (1-3 days),Villa,Train,Moderate,Non-Vegetarian,Couple,USA
4890,21,Other,High,Tropical,Nature,Long (8+ days),Guesthouse,Car,Moderate,Vegetarian,Couple,Costa Rica
5226,65,Other,Low,Cold,History,Long (8+ days),Airbnb,Cruise,High,Vegetarian,Couple,Vietnam
7473,35,Male,High,Warm,Adventure,Long (8+ days),Airbnb,Train,Moderate,Vegetarian,Solo,Australia
3606,21,Female,High,Cold,Nature,Medium (4-7 days),Airbnb,Train,Moderate,Vegetarian,Couple,Costa Rica
1053,63,Other,Medium,Warm,History,Medium (4-7 days),Airbnb,Train,Low,Vegan,Solo,Egypt
4157,52,Female,Low,Tropical,Adventure,Short (1-3 days),Resort,Cruise,Low,Non-Vegetarian,Solo,Indonesia
9677,53,Female,Low,Warm,Adventure,Medium (4-7 days),Guesthouse,Flight,High,Non-Vegetarian,Couple,Thailand
100,52,Other,Medium,Cold,Relaxation,Medium (4-7 days),Resort,Train,Low,Vegan,Family,Canada
7509,23,Female,High,Cold,History,Medium (4-7 days),Hotel,Cruise,Low,Non-Vegetarian,Family,Spain
1457,40,Male,Medium,Cold,History,Medium (4-7 days),Resort,Flight,Low,Non-Vegetarian,Solo,Iceland
7689,25,Male,Medium,Cold,Relaxation,Long (8+ days),Airbnb,Cruise,Low,Vegan,Couple,Bali
4005,50,Female,Low,Cold,Nature,Long (8+ days),Airbnb,Car,Moderate,Vegan,Family,Iceland
6867,64,Other,High,Cold,Nightlife,Long (8+ days),Resort,Flight,High,Non-Vegetarian,Family,Norway
4510,26,Female,Low,Warm,Relaxation,Short (1-3 days),Guesthouse,Flight,Low,Vegetarian,Solo,Canada
3300,32,Other,Low,Tropical,Relaxation,Short (1-3 days),Guesthouse,Flight,Low,Vegetarian,Couple,Philippines
3800,44,Male,Low,Warm,Culture,Long (8+ days),Hotel,Cruise,Low,Non-Vegetarian,Solo,Spain
4282,24,Male,Low,Tropical,Nightlife,Short (1-3 days),Airbnb,Car,High,Non-Vegetarian,Couple,Germany
9052,35,Other,High,Warm,History,Long (8+ days),Resort,Flight,High,Non-Vegetarian,Family,Canada
6463,63,Female,High,Cold,Nightlife,Medium (4-7 days),Resort,Car,High,Vegetarian,Solo,Bali
7913,58,Male,Low,Tropical,Nightlife,Medium (4-7 days),Villa,Cruise,Low,Non-Vegetarian,Solo,Iceland
1415,32,Other,Medium,Warm,Adventure,Medium (4-7 days),Villa,Car,High,Vegetarian,Couple,Brazil
541,18,Female,High,Cold,Culture,Short (1-3 days),Airbnb,Train,High,Non-Vegetarian,Solo,Switzerland
5816,56,Other,Low,Tropical,Relaxation,Short (1-3 days),Guesthouse,Car,High,Vegan,Family,Philippines
8200,29,Female,Low,Warm,History,Short (1-3 days),Resort,Car,High,Vegetarian,Solo,Canada
3681,33,Other,Low,Warm,Nature,Long (8+ days),Guesthouse,Car,Moderate,Vegetarian,Family,Switzerland
755,65,Female,Medium,Warm,History,Short (1-3 days),Airbnb,Flight,High,Vegetarian,Couple,Egypt
4197,47,Other,High,Tropical,Relaxation,Short (1-3 days),Resort,Cruise,Low,Vegan,Family,Maldives
2651,61,Female,Medium,Cold,Nightlife,Medium (4-7 days),Villa,Train,High,Vegetarian,Family,Vietnam
4523,18,Other,Low,Tropical,History,Long (8+ days),Villa,Flight,Low,Vegan,Couple,New Zealand
9520,52,Other,High,Cold,Nightlife,Medium (4-7 days),Hotel,Cruise,Moderate,Vegan,Couple,Maldives
3119,45,Male,High,Tropical,Relaxation,Long (8+ days),Villa,Flight,Moderate,Vegetarian,Solo,Maldives
3729,48,Other,Low,Cold,Nightlife,Long (8+ days),Villa,Flight,High,Vegetarian,Solo,Germany
3887,55,Female,High,Warm,Relaxation,Long (8+ days),Guesthouse,Car,Low,Non-Vegetarian,Solo,Philippines
7108,25,Female,Low,Cold,History,Medium (4-7 days),Villa,Flight,Low,Vegetarian,Family,Norway
8069,60,Male,High,Tropical,Nature,Medium (4-7 days),Guesthouse,Train,High,Vegetarian,Family,Costa Rica
7326,48,Female,Low,Cold,Nature,Short (1-3 days),Airbnb,Car,Low,Vegetarian,Family,Iceland
8484,30,Other,High,Cold,History,Long (8+ days),Villa,Cruise,High,Vegetarian,Family,Mexico
8768,44,Female,Low,Cold,Nature,Short (1-3 days),Airbnb,Car,Low,Vegetarian,Solo,Iceland
6501,37,Female,High,Cold,Nightlife,Short (1-3 days),Villa,Train,High,Vegan,Family,Singapore
8427,23,Female,Low,Warm,Relaxation,Long (8+ days),Hotel,Train,Low,Non-Vegetarian,Family,Singapore
7964,63,Female,High,Warm,Relaxation,Medium (4-7 days),Airbnb,Flight,Moderate,Vegetarian,Couple,New Zealand
602,37,Male,High,Warm,Culture,Medium (4-7 days),Resort,Cruise,Low,Vegetarian,Family,France
9250,55,Male,Medium,Cold,Nightlife,Long (8+ days),Villa,Cruise,Moderate,Vegan,Family,Finland
8920,22,Other,Low,Warm,Relaxation,Long (8+ days),Airbnb,Cruise,Low,Non-Vegetarian,Solo,Singapore
6815,61,Other,High,Cold,Nature,Medium (4-7 days),Hotel,Flight,Low,Vegan,Family,Thailand
5412,62,Other,Low,Warm,Adventure,Short (1-3 days),Villa,Car,High,Vegetarian,Couple,Thailand
8748,53,Male,Medium,Tropical,Nature,Medium (4-7 days),Hotel,Train,Low,Vegan,Family,Singapore
5523,18,Male,High,Cold,History,Long (8+ days),Guesthouse,Flight,High,Vegetarian,Family,Philippines
1045,18,Male,High,Tropical,Nightlife,Medium (4-7 days),Resort,Cruise,Moderate,Vegetarian,Couple,Singapore
7335,20,Female,Low,Cold,Culture,Medium (4-7 days),Villa,Flight,Moderate,Non-Vegetarian,Family,Brazil
1558,20,Other,High,Warm,Relaxation,Medium (4-7 days),Guesthouse,Cruise,Moderate,Vegan,Solo,France
3740,58,Other,Low,Tropical,Nightlife,Medium (4-7 days),Airbnb,Cruise,High,Non-Vegetarian,Couple,France
3523,38,Male,High,Cold,Culture,Long (8+ days),Guesthouse,Train,Moderate,Vegetarian,Solo,Switzerland
181,50,Female,High,Cold,History,Short (1-3 days),Hotel,Train,Low,Vegan,Couple,Egypt
2116,21,Male,High,Warm,Adventure,Medium (4-7 days),Airbnb,Flight,High,Non-Vegetarian,Couple,Australia
1700,24,Other,Low,Tropical,Nightlife,Medium (4-7 days),Resort,Cruise,Moderate,Non-Vegetarian,Family,Indonesia
1380,21,Female,High,Cold,Nightlife,Short (1-3 days),Villa,Cruise,High,Vegetarian,Family,Mexico
7230,35,Male,Medium,Cold,Nightlife,Short (1-3 days),Villa,Train,Moderate,Non-Vegetarian,Solo,Norway
9144,23,Female,High,Tropical,Relaxation,Short (1-3 days),Villa,Cruise,Low,Non-Vegetarian,Family,Maldives
619,20,Female,High,Tropical,Nature,Short (1-3 days),Guesthouse,Cruise,Low,Non-Vegetarian,Family,Costa Rica
3182,61,Male,High,Cold,History,Short (1-3 days),Hotel,Car,High,Vegetarian,Family,Germany
9852,33,Male,Low,Cold,Adventure,Short (1-3 days),Villa,Cruise,Moderate,Non-Vegetarian,Couple,Spain
1601,63,Other,Low,Warm,History,Medium (4-7 days),Hotel,Cruise,Moderate,Vegan,Couple,Greece
5964,33,Female,Low,Tropical,Adventure,Long (8+ days),Airbnb,Cruise,Low,Vegan,Family,Indonesia
1616,63,Male,Low,Cold,Nature,Medium (4-7 days),Airbnb,Cruise,High,Vegan,Solo,Iceland
5921,65,Male,Medium,Tropical,Relaxation,Long (8+ days),Resort,Cruise,Low,Vegetarian,Family,France
9592,32,Female,Medium,Tropical,Culture,Short (1-3 days),Guesthouse,Flight,Low,Vegetarian,Solo,Costa Rica
3892,22,Male,High,Tropical,Nature,Short (1-3 days),Guesthouse,Cruise,Moderate,Vegetarian,Couple,Costa Rica
2084,38,Female,Low,Cold,Relaxation,Short (1-3 days),Guesthouse,Car,Low,Vegan,Family,Norway
4575,28,Female,Medium,Cold,Relaxation,Long (8+ days),Resort,Flight,Low,Vegetarian,Family,USA
5595,26,Female,High,Warm,Relaxation,Long (8+ days),Villa,Car,Low,Vegetarian,Family,Greece
5122,60,Male,High,Tropical,Nightlife,Short (1-3 days),Hotel,Flight,High,Vegetarian,Couple,Singapore
4588,58,Other,Medium,Tropical,Nightlife,Long (8+ days),Villa,Cruise,Moderate,Non-Vegetarian,Family,Bali
4903,34,Female,High,Tropical,Relaxation,Medium (4-7 days),Hotel,Car,Moderate,Non-Vegetarian,Solo,Maldives
8253,20,Male,Medium,Cold,Adventure,Short (1-3 days),Airbnb,Car,Moderate,Non-Vegetarian,Family,Canada
5917,20,Female,Medium,Warm,Relaxation,Long (8+ days),Hotel,Train,Moderate,Vegan,Solo,Finland
5130,56,Female,High,Warm,Adventure,Long (8+ days),Hotel,Car,High,Non-Vegetarian,Solo,Australia
8335,34,Other,Medium,Cold,History,Short (1-3 days),Airbnb,Cruise,Moderate,Vegetarian,Family,Egypt
1919,54,Male,Medium,Tropical,Nightlife,Short (1-3 days),Hotel,Car,Low,Vegan,Couple,Bali
8331,32,Male,Low,Warm,History,Short (1-3 days),Hotel,Cruise,High,Non-Vegetarian,Family,Germany
5708,52,Other,Medium,Tropical,Nightlife,Short (1-3 days),Guesthouse,Flight,Low,Vegan,Couple,Bali
5385,18,Female,Low,Warm,Adventure,Medium (4-7 days),Resort,Flight,High,Vegan,Family,Thailand
6337,47,Male,Medium,Cold,Adventure,Medium (4-7 days),Hotel,Cruise,High,Vegan,Family,Canada
2055,29,Female,Low,Warm,Adventure,Medium (4-7 days),Guesthouse,Cruise,Low,Vegan,Solo,Thailand
7613,28,Female,High,Warm,History,Long (8+ days),Resort,Train,High,Vegan,Couple,Brazil
9210,63,Female,High,Warm,Nightlife,Medium (4-7 days),Villa,Flight,Moderate,Non-Vegetarian,Family,USA
3964,58,Other,Low,Tropical,Adventure,Medium (4-7 days),Guesthouse,Flight,Low,Vegan,Couple,Indonesia
1127,39,Female,Medium,Tropical,Relaxation,Medium (4-7 days),Villa,Train,Low,Vegan,Family,Japan
3429,21,Male,Medium,Tropical,History,Short (1-3 days),Guesthouse,Cruise,High,Vegan,Family,Indonesia
4602,39,Other,Low,Cold,History,Long (8+ days),Airbnb,Car,Low,Vegetarian,Couple,USA
3722,35,Female,Medium,Warm,Relaxation,Short (1-3 days),Guesthouse,Car,Moderate,Vegetarian,Couple,Indonesia
2390,62,Male,Medium,Cold,Adventure,Medium (4-7 days),Resort,Cruise,High,Non-Vegetarian,Solo,Canada
1323,50,Other,High,Tropical,Adventure,Long (8+ days),Resort,Car,Moderate,Non-Vegetarian,Couple,Spain
1604,47,Male,High,Tropical,Relaxation,Long (8+ days),Guesthouse,Flight,High,Vegetarian,Solo,Maldives
7225,19,Female,Medium,Cold,Nightlife,Medium (4-7 days),Guesthouse,Train,Low,Vegetarian,Couple,Costa Rica
7426,43,Male,Medium,Warm,Nightlife,Medium (4-7 days),Resort,Cruise,Low,Non-Vegetarian,Couple,Greece
4337,23,Male,Medium,Cold,Adventure,Long (8+ days),Villa,Cruise,High,Vegetarian,Family,Canada
5594,51,Other,Low,Tropical,Nature,Short (1-3 days),Airbnb,Flight,Moderate,Vegetarian,Family,Egypt
4412,24,Female,Medium,Cold,Culture,Long (8+ days),Resort,Train,Low,Vegetarian,Solo,France
5859,36,Male,Low,Cold,Nature,Long (8+ days),Guesthouse,Car,Low,Vegetarian,Couple,Iceland
9344,54,Male,Medium,Warm,History,Short (1-3 days),Airbnb,Flight,Moderate,Vegan,Solo,Egypt
3992,18,Female,Low,Tropical,History,Short (1-3 days),Villa,Flight,High,Non-Vegetarian,Couple,Singapore
6080,61,Female,High,Warm,Nightlife,Medium (4-7 days),Hotel,Cruise,Low,Vegetarian,Solo,USA
1560,20,Male,Low,Cold,History,Short (1-3 days),Guesthouse,Cruise,Low,Vegan,Family,Italy
4683,41,Male,High,Warm,Adventure,Medium (4-7 days),Guesthouse,Train,High,Vegetarian,Family,Australia
7558,20,Male,High,Tropical,Nightlife,Medium (4-7 days),Airbnb,Train,Moderate,Non-Vegetarian,Solo,Singapore
3773,25,Male,Medium,Warm,Nature,Medium (4-7 days),Villa,Cruise,Low,Vegetarian,Family,Canada
8780,38,Male,High,Tropical,Nightlife,Short (1-3 days),Resort,Flight,Low,Non-Vegetarian,Couple,Singapore
3458,35,Male,Low,Warm,Relaxation,Medium (4-7 days),Resort,Flight,High,Vegetarian,Couple,Mexico
8384,28,Female,Low,Cold,Culture,Medium (4-7 days),Resort,Cruise,Moderate,Non-Vegetarian,Couple,Norway
1355,58,Male,High,Cold,Culture,Long (8+ days),Resort,Car,Low,Non-Vegetarian,Couple,Switzerland
46,34,Other,Medium,Cold,Culture,Long (8+ days),Guesthouse,Car,Low,Vegan,Couple,France
9873,44,Male,Low,Warm,Culture,Medium (4-7 days),Resort,Car,Moderate,Vegetarian,Couple,Spain
749,23,Male,Low,Cold,History,Short (1-3 days),Airbnb,Train,Moderate,Non-Vegetarian,Solo,Indonesia
7918,30,Male,Low,Tropical,Relaxation,Short (1-3 days),Airbnb,Cruise,Moderate,Non-Vegetarian,Couple,Philippines
4242,44,Female,High,Warm,Nature,Short (1-3 days),Resort,Car,High,Vegetarian,Family,France
5629,44,Male,High,Cold,Adventure,Short (1-3 days),Guesthouse,Flight,Low,Vegan,Couple,Japan
4658,40,Other,Low,Warm,Nightlife,Medium (4-7 days),Airbnb,Cruise,High,Non-Vegetarian,Solo,Singapore
4239,32,Female,High,Tropical,Adventure,Short (1-3 days),Guesthouse,Cruise,High,Vegetarian,Solo,Egypt
3461,29,Male,High,Warm,Nightlife,Long (8+ days),Villa,Car,Low,Non-Vegetarian,Solo,USA
7382,24,Female,High,Cold,Culture,Medium (4-7 days),Resort,Train,High,Vegetarian,Solo,Switzerland
5550,55,Male,Low,Warm,Relaxation,Long (8+ days),Guesthouse,Car,Moderate,Vegan,Couple,Bali
7076,38,Female,Medium,Cold,Adventure,Medium (4-7 days),Hotel,Car,Moderate,Vegan,Family,Canada
5839,45,Other,Medium,Warm,Nature,Medium (4-7 days),Hotel,Cruise,High,Vegetarian,Couple,Iceland
8092,59,Female,Low,Cold,Nightlife,Medium (4-7 days),Guesthouse,Car,Low,Vegan,Solo,Germany
5475,21,Female,Medium,Tropical,History,Short (1-3 days),Guesthouse,Car,Low,Vegan,Family,Norway
3615,36,Other,High,Cold,Adventure,Medium (4-7 days),Guesthouse,Train,High,Vegan,Family,Japan
7502,65,Other,Low,Warm,Adventure,Short (1-3 days),Resort,Cruise,Moderate,Vegan,Couple,Thailand
7054,43,Female,High,Cold,History,Medium (4-7 days),Guesthouse,Car,Low,Vegetarian,Family,Bali
7368,45,Male,High,Tropical,Adventure,Short (1-3 days),Guesthouse,Car,High,Non-Vegetarian,Solo,Singapore
8020,34,Female,Medium,Tropical,Nightlife,Short (1-3 days),Resort,Train,High,Vegetarian,Couple,Bali
9639,39,Male,Low,Warm,Nature,Long (8+ days),Resort,Cruise,Low,Vegan,Couple,Vietnam
9056,50,Male,Medium,Warm,Adventure,Long (8+ days),Airbnb,Car,Low,Vegan,Solo,Brazil
665,56,Female,Low,Warm,History,Medium (4-7 days),Hotel,Train,Low,Vegetarian,Couple,Philippines
2320,60,Other,Medium,Warm,Culture,Medium (4-7 days),Resort,Cruise,Moderate,Vegetarian,Family,Italy
3543,58,Male,High,Warm,Culture,Long (8+ days),Hotel,Cruise,Low,Vegan,Couple,Canada
3678,19,Other,Low,Tropical,Nature,Medium (4-7 days),Villa,Cruise,Moderate,Vegetarian,Family,Bali
9600,38,Other,Low,Cold,Nature,Long (8+ days),Resort,Flight,Low,Vegan,Solo,Iceland
3092,50,Other,High,Tropical,Adventure,Medium (4-7 days),Airbnb,Cruise,High,Non-Vegetarian,Solo,Vietnam
676,56,Male,High,Cold,Nature,Medium (4-7 days),Villa,Train,High,Vegetarian,Couple,Canada
8677,31,Male,High,Cold,Nightlife,Long (8+ days),Villa,Car,Low,Vegetarian,Family,Switzerland
4885,32,Female,Low,Cold,Adventure,Medium (4-7 days),Airbnb,Flight,High,Vegan,Solo,Finland
8080,62,Male,Medium,Cold,Nightlife,Short (1-3 days),Resort,Car,Low,Vegetarian,Family,Switzerland
1963,55,Male,Low,Tropical,Relaxation,Long (8+ days),Resort,Flight,Low,Vegetarian,Solo,Philippines
1841,26,Male,High,Tropical,Relaxation,Short (1-3 days),Resort,Flight,Moderate,Non-Vegetarian,Couple,Maldives
7169,39,Other,High,Tropical,Adventure,Long (8+ days),Resort,Flight,High,Vegetarian,Family,Greece
9899,58,Female,Low,Tropical,Nature,Long (8+ days),Airbnb,Car,Low,Non-Vegetarian,Couple,Philippines
3539,42,Other,High,Cold,Culture,Short (1-3 days),Guesthouse,Train,Low,Vegetarian,Family,Switzerland
8027,18,Male,Low,Cold,Adventure,Medium (4-7 days),Hotel,Cruise,High,Vegetarian,Couple,Finland
4867,62,Male,Medium,Warm,Culture,Short (1-3 days),Guesthouse,Flight,High,Vegan,Solo,Italy
4175,55,Female,Low,Tropical,Nightlife,Short (1-3 days),Resort,Car,Moderate,Vegetarian,Solo,Costa Rica
8089,61,Female,Low,Tropical,Nightlife,Long (8+ days),Hotel,Cruise,High,Vegan,Couple,New Zealand
4378,39,Male,Low,Cold,Nature,Long (8+ days),Hotel,Flight,Low,Vegan,Solo,Iceland
6212,55,Other,Medium,Warm,Adventure,Long (8+ days),Villa,Train,High,Non-Vegetarian,Family,Brazil
4767,47,Male,Medium,Warm,Nightlife,Medium (4-7 days),Resort,Train,Moderate,Vegetarian,Solo,Greece
412,61,Other,High,Warm,Nature,Long (8+ days),Villa,Flight,Low,Vegetarian,Solo,Iceland
614,40,Other,Low,Warm,Nightlife,Long (8+ days),Villa,Cruise,Low,Vegan,Couple,USA
6127,49,Male,Low,Warm,Culture,Long (8+ days),Hotel,Train,High,Vegan,Family,Spain
5211,49,Male,Low,Warm,History,Long (8+ days),Guesthouse,Train,High,Vegan,Family,Switzerland
1431,54,Male,Low,Tropical,Culture,Medium (4-7 days),Guesthouse,Flight,Low,Vegan,Family,Vietnam
2426,49,Male,Low,Warm,Adventure,Long (8+ days),Guesthouse,Train,Moderate,Vegan,Family,Thailand
8842,22,Male,Low,Cold,Nature,Short (1-3 days),Guesthouse,Flight,Low,Vegan,Couple,Iceland
3834,37,Male,Medium,Warm,Relaxation,Short (1-3 days),Guesthouse,Car,Moderate,Vegetarian,Solo,Switzerland
4719,23,Female,Low,Tropical,Nightlife,Medium (4-7 days),Hotel,Train,Low,Non-Vegetarian,Family,Bali
7186,29,Male,Medium,Warm,Relaxation,Short (1-3 days),Resort,Car,Low,Non-Vegetarian,Family,Egypt
1418,19,Other,Medium,Warm,Adventure,Long (8+ days),Guesthouse,Cruise,Low,Vegetarian,Couple,Brazil
7200,54,Other,High,Tropical,History,Short (1-3 days),Guesthouse,Car,Low,Vegetarian,Couple,Iceland
605,44,Female,Low,Cold,Relaxation,Long (8+ days),Villa,Flight,High,Non-Vegetarian,Family,Norway
1273,58,Other,Low,Warm,Adventure,Long (8+ days),Hotel,Cruise,Low,Vegetarian,Couple,Thailand
3965,20,Other,Low,Warm,Culture,Long (8+ days),Airbnb,Flight,Moderate,Vegetarian,Solo,Spain
6368,52,Other,Medium,Tropical,Nature,Short (1-3 days),Guesthouse,Car,Low,Vegetarian,Solo,Greece
8747,54,Female,Medium,Tropical,Nature,Medium (4-7 days),Hotel,Cruise,High,Non-Vegetarian,Couple,Vietnam
248,32,Male,High,Tropical,Nightlife,Long (8+ days),Hotel,Cruise,High,Non-Vegetarian,Family,Singapore
9227,25,Male,Medium,Warm,Relaxation,Medium (4-7 days),Resort,Train,Low,Vegan,Solo,Indonesia
1983,52,Other,Medium,Warm,History,Short (1-3 days),Airbnb,Cruise,Low,Vegan,Couple,Egypt
2836,34,Male,Medium,Warm,Relaxation,Long (8+ days),Airbnb,Flight,Low,Vegan,Solo,Bali
5376,65,Female,Low,Tropical,Nature,Medium (4-7 days),Resort,Cruise,Moderate,Vegetarian,Solo,Maldives
200,54,Male,High,Warm,Nightlife,Short (1-3 days),Hotel,Car,High,Non-Vegetarian,Solo,USA
486,52,Male,Low,Cold,History,Long (8+ days),Resort,Train,Low,Vegan,Family,Norway
6084,20,Male,High,Cold,Culture,Long (8+ days),Villa,Train,High,Non-Vegetarian,Couple,Switzerland
8957,53,Female,Medium,Warm,Adventure,Short (1-3 days),Resort,Flight,Low,Vegan,Couple,Brazil
456,63,Male,High,Cold,Culture,Long (8+ days),Hotel,Flight,High,Vegan,Family,Switzerland
9799,23,Other,Medium,Cold,Relaxation,Medium (4-7 days),Airbnb,Cruise,High,Non-Vegetarian,Family,Mexico
8827,61,Other,Medium,Warm,Culture,Short (1-3 days),Guesthouse,Train,High,Vegetarian,Couple,Italy
6516,41,Other,Medium,Warm,Nature,Long (8+ days),Villa,Car,High,Vegetarian,Couple,Indonesia
1722,48,Male,Low,Warm,Relaxation,Short (1-3 days),Villa,Car,Moderate,Non-Vegetarian,Family,Norway
7051,61,Male,Medium,Cold,Nature,Medium (4-7 days),Guesthouse,Train,Moderate,Non-Vegetarian,Solo,Japan
6383,40,Other,Medium,Warm,Nightlife,Short (1-3 days),Airbnb,Flight,Low,Vegan,Couple,Greece
8166,41,Female,Low,Warm,History,Short (1-3 days),Hotel,Flight,Moderate,Vegan,Solo,Australia
5768,48,Female,Low,Warm,Relaxation,Short (1-3 days),Hotel,Flight,Moderate,Non-Vegetarian,Couple,Italy
5810,54,Female,Low,Tropical,Culture,Short (1-3 days),Villa,Cruise,Moderate,Non-Vegetarian,Family,Vietnam
4627,45,Female,High,Warm,Adventure,Medium (4-7 days),Guesthouse,Cruise,Moderate,Vegan,Solo,Australia
863,48,Other,High,Tropical,Culture,Long (8+ days),Hotel,Train,High,Vegan,Solo,New Zealand
2095,18,Other,High,Tropical,History,Short (1-3 days),Villa,Train,Low,Non-Vegetarian,Solo,France
948,50,Other,Medium,Tropical,Culture,Medium (4-7 days),Guesthouse,Train,Low,Non-Vegetarian,Solo,Canada
5642,57,Other,High,Cold,Adventure,Medium (4-7 days),Airbnb,Car,Low,Vegan,Family,Japan
1445,40,Other,Medium,Warm,Culture,Medium (4-7 days),Airbnb,Flight,Moderate,Vegetarian,Couple,Italy
1281,40,Female,Low,Warm,Nature,Long (8+ days),Guesthouse,Cruise,Low,Non-Vegetarian,Solo,Japan
3111,37,Other,Low,Warm,Adventure,Short (1-3 days),Airbnb,Car,High,Vegan,Solo,Thailand
8953,36,Male,High,Tropical,Nature,Medium (4-7 days),Airbnb,Flight,High,Non-Vegetarian,Family,Costa Rica
7610,22,Female,Medium,Tropical,Nature,Short (1-3 days),Villa,Train,Low,Vegetarian,Couple,Germany
5136,53,Male,Low,Tropical,Nature,Long (8+ days),Airbnb,Flight,Low,Vegan,Couple,Japan
3017,41,Other,Medium,Cold,Relaxation,Long (8+ days),Villa,Train,Moderate,Non-Vegetarian,Family,Thailand
2303,39,Other,Medium,Tropical,Culture,Long (8+ days),Resort,Cruise,Moderate,Vegan,Solo,Switzerland
2005,58,Male,Medium,Warm,Relaxation,Short (1-3 days),Resort,Car,High,Vegan,Solo,New Zealand
4581,37,Female,High,Cold,History,Long (8+ days),Airbnb,Cruise,High,Vegan,Solo,Finland
8705,29,Male,High,Tropical,Adventure,Short (1-3 days),Villa,Train,High,Non-Vegetarian,Solo,USA
1006,36,Female,Medium,Tropical,Nature,Medium (4-7 days),Villa,Car,Low,Vegetarian,Couple,Japan
5139,64,Female,High,Cold,Relaxation,Medium (4-7 days),Hotel,Car,High,Vegetarian,Solo,Finland
4318,64,Male,High,Cold,Relaxation,Short (1-3 days),Airbnb,Car,Moderate,Non-Vegetarian,Family,Finland
6559,53,Male,High,Tropical,Adventure,Short (1-3 days),Villa,Cruise,High,Vegetarian,Solo,Egypt
4388,61,Female,Medium,Warm,History,Long (8+ days),Guesthouse,Cruise,High,Non-Vegetarian,Family,Egypt
2133,57,Female,Low,Cold,Nightlife,Long (8+ days),Hotel,Train,Low,Vegetarian,Solo,Germany
4266,60,Female,Medium,Tropical,History,Medium (4-7 days),Airbnb,Cruise,High,Vegetarian,Family,Bali
2058,49,Female,High,Cold,History,Medium (4-7 days),Hotel,Cruise,Low,Vegetarian,Couple,Italy
5387,22,Male,High,Tropical,Adventure,Medium (4-7 days),Hotel,Car,High,Non-Vegetarian,Family,Egypt
230,24,Other,High,Tropical,Nature,Short (1-3 days),Hotel,Cruise,Low,Non-Vegetarian,Family,Costa Rica
2890,62,Male,Medium,Tropical,Relaxation,Long (8+ days),Hotel,Car,Low,Non-Vegetarian,Solo,New Zealand
4473,47,Male,Medium,Tropical,Nightlife,Long (8+ days),Resort,Flight,Moderate,Vegan,Family,Bali
6065,65,Other,Low,Tropical,Relaxation,Long (8+ days),Hotel,Train,High,Vegan,Solo,Philippines
7925,45,Male,Medium,Cold,Nightlife,Long (8+ days),Guesthouse,Train,High,Vegetarian,Family,Greece
